evidence_id,from_user,to_user,action,location,remarks,timestamp,id,created_at,updated_at
a8028bb7-c8a0-4942-9b77-61d540e9faf0,,,Evidence Registered,Chikkamagaluru Town,Evidence logged for case CR-2026-DET-183,2026-08-29 12:45:08,45f82303-4e97-4195-86c6-580a9cbdedb5,2026-08-29 12:45:08,2026-08-29 12:45:08
e8ec3141-3907-4125-a89d-936a72a6e4ed,,,Evidence Registered,Gulbarga University Road,Evidence logged for case CR-2026-DET-295,2026-08-29 12:45:08,466ed628-77ac-435d-949f-a52be9d4d6f6,2026-08-29 12:45:08,2026-08-29 12:45:08
2c6b1f9e-21a3-4aeb-b7bc-d611f25fd703,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,4787f31d-d5e5-4b9f-a1e4-098556076332,2026-08-29 12:45:08,2026-08-29 12:45:08
23031115-1674-472e-b498-3e1f6a24932b,,,Evidence Registered,Harbor Gate A,Evidence logged for case CR-2026-MNG-001,2026-08-29 12:45:07,487bc325-9495-433b-b492-00dfcaf38d64,2026-08-29 12:45:07,2026-08-29 12:45:07
6a1e87cd-b970-4b41-9ae7-05a0c5d293a2,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,48f684e5-7f86-46d6-8cc5-a7ccc64b74c9,2026-08-29 12:45:07,2026-08-29 12:45:07
4fbbb8c9-9b96-474e-a8ea-da4c154f490c,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,48fe78af-d542-4d08-a8e6-1dde4beab38a,2026-08-29 12:45:08,2026-08-29 12:45:08
a0cb31dc-3f27-4a57-8fe7-ddeda5bacdce,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,49076492-9e79-4a37-8dae-9cc8656a78c5,2026-08-29 12:45:07,2026-08-29 12:45:07
8c275ca8-2906-497d-9f16-f3908932ea3b,,,Evidence Registered,Gangavathi Road,Evidence logged for case CR-2026-DET-145,2026-08-29 12:45:08,497493c5-f45d-4edb-8002-639f806850ad,2026-08-29 12:45:08,2026-08-29 12:45:08
9bdec599-1eb8-4f2d-ab10-c0f0cc95d132,,,Evidence Registered,Channapatna Bus Stand,Evidence logged for case CR-2026-DET-070,2026-08-29 12:45:07,4a1021d8-e5d4-4fbc-9ad6-383a802bd25e,2026-08-29 12:45:07,2026-08-29 12:45:07
46b11277-c8d0-46db-97fa-15ed9890b1a1,,,Evidence Registered,Betageri Cross,Evidence logged for case CR-2026-DET-307,2026-08-29 12:45:08,4a3d0f6b-da0b-401d-b7bc-3d58c579fce4,2026-08-29 12:45:08,2026-08-29 12:45:08
87eba85c-c942-455e-bd86-6d86789772d6,,,Evidence Registered,Raichur Town Center,Evidence logged for case CR-2026-DET-043,2026-08-29 12:45:07,4a4a1896-ad4c-48e2-b218-029403febea0,2026-08-29 12:45:07,2026-08-29 12:45:07
7546dbe7-df03-4160-95dc-cf5fd9d0f0b5,,,Evidence Registered,Chamarajanagar Town,Evidence logged for case CR-2026-DET-054,2026-08-29 12:45:07,4ae70bb2-4af6-4b19-a5a0-d3f2f940be3a,2026-08-29 12:45:07,2026-08-29 12:45:07
19b00b65-627b-4307-9e94-23716a52af8c,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,4b4a877b-5505-4e60-8d97-96d32ad9db00,2026-08-29 12:45:08,2026-08-29 12:45:08
dc3d959f-067d-44b2-a5d3-53dd0d079e67,,,Evidence Registered,Virajpet Cross Road,Evidence logged for case CR-2026-DET-235,2026-08-29 12:45:08,4c13700a-dab0-440d-86ae-b4f515e458f1,2026-08-29 12:45:08,2026-08-29 12:45:08
8f351651-5d0f-4a9f-861d-56a591bc0459,,,Evidence Registered,Sirsi Town Center,Evidence logged for case CR-2026-DET-044,2026-08-29 12:45:07,4cdc9f55-0e04-47bd-82d0-80e5954671e6,2026-08-29 12:45:07,2026-08-29 12:45:07
c1a2d29a-6631-4fa3-b742-2e5926e0043d,,,Evidence Registered,Haveri Bus Stand Area,Evidence logged for case CR-2026-DET-209,2026-08-29 12:45:08,4d09ac83-61ef-4fa4-88c7-46603cf8b142,2026-08-29 12:45:08,2026-08-29 12:45:08
bd1629ef-ff18-446d-9508-2dd7b2b5cb72,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,4d0bdb2e-157f-44dc-848e-5073c6219219,2026-08-29 12:45:08,2026-08-29 12:45:08
46b11277-c8d0-46db-97fa-15ed9890b1a1,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,4d7bc4a5-0017-48f2-8262-aadf7c5b424f,2026-08-29 12:45:08,2026-08-29 12:45:08
5b55b10e-9852-4078-9ea0-02377ad8ff7c,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,4d94075a-bace-449f-95a4-b3c1a6d1b2d4,2026-08-29 12:45:07,2026-08-29 12:45:07
95334815-43eb-45de-a597-86ce273c57d5,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,4dc7b3a7-d4cb-401d-925c-d242c89e8a3d,2026-08-29 12:45:07,2026-08-29 12:45:07
1534f265-05f1-4c24-bf7a-31468eb393ae,,,Evidence Registered,Homnabad Cross,Evidence logged for case CR-2026-DET-020,2026-08-29 12:45:07,4e670ff2-e49e-45a2-bbbe-63c63f61baba,2026-08-29 12:45:07,2026-08-29 12:45:07
7b14637c-2143-4983-bbf8-0c9f9ae9a823,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,4e87d0fa-e7cc-48e2-b26d-523550eef479,2026-08-29 12:45:07,2026-08-29 12:45:07
8b076053-0e78-44e8-9f4e-96672f33328b,,,Evidence Registered,Homnabad Cross,Evidence logged for case CR-2026-DET-028,2026-08-29 12:45:07,4eb5b766-24c3-4712-a69a-991c5b24703d,2026-08-29 12:45:07,2026-08-29 12:45:07
4ff259c1-d82f-45ad-b391-c4dbe8b5f6b4,,,Evidence Registered,Hiriyur Junction,Evidence logged for case CR-2026-CTD-002,2026-08-29 12:45:07,4f0d0dee-6e79-4939-9c5d-658c75d1f021,2026-08-29 12:45:07,2026-08-29 12:45:07
5719710d-57f9-4bd0-8938-28f17c6bf13f,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,4f6be33c-1c0a-4fb7-9066-07a7567479c3,2026-08-29 12:45:07,2026-08-29 12:45:07
c569224b-a6a9-47aa-a9d6-603f12245de7,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,4f732d77-2242-4cd3-b9a2-e9540f2aff94,2026-08-29 12:45:07,2026-08-29 12:45:07
b62e363a-0b22-4725-98dd-318c2ff2c82a,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,4f76036b-70a3-4c12-bf4f-20ac0e0161e1,2026-08-29 12:45:07,2026-08-29 12:45:07
311f90dd-f958-4cb9-9db3-fce42e1f7cbc,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,4f8dce6c-2cab-4927-86c9-27b25a3a2080,2026-08-29 12:45:07,2026-08-29 12:45:07
e2d6a8a8-9732-451b-8233-a9d7f7d89ba4,,,Evidence Registered,Koramangala Layout,Evidence logged for case CR-2026-DET-179,2026-08-29 12:45:08,501d6699-b71e-45a5-ba2d-981cae9a5790,2026-08-29 12:45:08,2026-08-29 12:45:08
6e3b84ac-605e-43ca-81cc-cc19fa32094a,,,Evidence Registered,Bangarapet Station Road,Evidence logged for case CR-2026-DET-117,2026-08-29 12:45:07,5036db5a-04fc-4476-9b69-6b1268ab60be,2026-08-29 12:45:07,2026-08-29 12:45:07
6669178e-4e99-46e5-8285-49a66f7432f6,,,Evidence Registered,Madikeri Town Center,Evidence logged for case CR-2026-DET-255,2026-08-29 12:45:08,50957de6-7ad4-455b-8951-2fde54afa2d5,2026-08-29 12:45:08,2026-08-29 12:45:08
5d751122-c8d1-4b93-96a0-b455e54989e3,,,Evidence Registered,Bellary City Center,Evidence logged for case CR-2026-DET-001,2026-08-29 12:45:07,50add135-2a4f-4f75-a778-0f55f415359c,2026-08-29 12:45:07,2026-08-29 12:45:07
6b2831dc-5e70-485b-9da3-2a7310b1bc35,,,Evidence Registered,Hospet Town Center,Evidence logged for case CR-2026-VJN-001,2026-08-29 12:45:07,50f74ef1-0e70-4fdb-993a-12b2e17652d2,2026-08-29 12:45:07,2026-08-29 12:45:07
b0ef9bdd-1e75-4984-b90c-88a67b4a2faa,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,5132120d-2a5a-4455-802b-7f902e70da79,2026-08-29 12:45:07,2026-08-29 12:45:07
1ddb75b1-0ffe-4e9e-8c9e-4c9486ad2009,,,Evidence Registered,Chamarajanagar Town,Evidence logged for case CR-2026-DET-191,2026-08-29 12:45:08,518597b4-3f02-41ed-9227-40be728e60d6,2026-08-29 12:45:08,2026-08-29 12:45:08
23622dc7-fdc2-464a-a655-69629f3e2cbe,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,5208e7f4-5a6e-4fad-aba3-59e4f97ee25e,2026-08-29 12:45:08,2026-08-29 12:45:08
7c24c6ec-f739-489a-9993-f43e9532f476,,,Evidence Registered,Bellary City Center,Evidence logged for case CR-2026-HSN-003,2026-08-29 12:45:07,52498811-0480-49cf-906b-8d181143d4df,2026-08-29 12:45:07,2026-08-29 12:45:07
75d49b83-3c12-40e7-b215-41b17c45576b,,,Evidence Registered,Yellapur Junction,Evidence logged for case CR-2026-UKN-003,2026-08-29 12:45:07,52da7f73-0904-4e23-b9f4-725e8bd64314,2026-08-29 12:45:07,2026-08-29 12:45:07
9bdec599-1eb8-4f2d-ab10-c0f0cc95d132,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,52daf4f1-cd63-495e-bd52-643347787a53,2026-08-29 12:45:07,2026-08-29 12:45:07
43b98736-8718-4566-9f98-62cac8a63eee,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,53103d61-c308-4e26-9a44-8d3f22de7b78,2026-08-29 12:45:07,2026-08-29 12:45:07
c7afd526-8f50-48c3-823a-96ab86c5ba5f,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,53714eb3-7a49-4906-b5cb-292c79883ab9,2026-08-29 12:45:07,2026-08-29 12:45:07
9bdec599-1eb8-4f2d-ab10-c0f0cc95d132,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,53ed55b6-898b-4773-9e57-551bceadd798,2026-08-29 12:45:07,2026-08-29 12:45:07
a7742ff0-039b-41d9-b7f0-50eed27fd9e9,,,Evidence Registered,Harpanahalli Junction,Evidence logged for case CR-2026-DET-137,2026-08-29 12:45:07,54863721-3415-442e-97a1-ce80d395aad2,2026-08-29 12:45:07,2026-08-29 12:45:07
2bfdf3f4-44d1-462f-9553-82bce38c2333,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,54ffcb95-4778-459f-9162-3a4bb08f4879,2026-08-29 12:45:07,2026-08-29 12:45:07
12ee183a-6486-4bce-a678-ffde7a5ba600,,,Evidence Registered,Harpanahalli Junction,Evidence logged for case CR-2026-DET-048,2026-08-29 12:45:07,552a9528-c1e6-42fa-862b-20bf6346ead4,2026-08-29 12:45:07,2026-08-29 12:45:07
39268784-f9ec-4bf9-be1a-e44e952130f9,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,55bc1dec-2042-428b-97c7-44ce6f5958e4,2026-08-29 12:45:08,2026-08-29 12:45:08
937b0fd5-2903-4f1b-9955-c96a08a8133d,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,5676d325-d16d-493c-99b7-ba16982f60d5,2026-08-29 12:45:07,2026-08-29 12:45:07
a0cb31dc-3f27-4a57-8fe7-ddeda5bacdce,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,56b7df53-daa5-4fe6-896e-2b0343499fab,2026-08-29 12:45:07,2026-08-29 12:45:07
3ffd49e2-12c6-4141-bbae-1b040ac6dfd9,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Evidence Registered,Devaraja Market Zone,Evidence logged for case CR-2026-DET-222,2026-08-29 12:45:08,56c4540b-47b5-4894-af89-795a8dc96ec5,2026-08-29 12:45:08,2026-08-29 12:45:08
03fcc88d-4ac5-4940-ae3c-e0098205ba13,,,Evidence Registered,Ramanagara Town Center,Evidence logged for case CR-2026-DET-082,2026-08-29 12:45:07,56f1412f-6627-4c14-9abc-e76b15e4cbf9,2026-08-29 12:45:07,2026-08-29 12:45:07
d93b5eb9-4323-4f36-989f-3c9dd2ba939d,,,Evidence Registered,Arsikere Town Road,Evidence logged for case CR-2026-DET-075,2026-08-29 12:45:07,5745fd7c-3135-48a4-862d-11e58a5c33fc,2026-08-29 12:45:07,2026-08-29 12:45:07
e86e92b2-4645-4146-83d9-8b7fb3c1723c,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,576494df-1b69-4e37-a66e-c8104430e3d9,2026-08-29 12:45:08,2026-08-29 12:45:08
05317ab5-7948-4198-bf14-6882c9955f9e,,,Evidence Registered,Camp Area Patrol,Evidence logged for case CR-2026-DET-289,2026-08-29 12:45:08,57aed753-01f6-43c7-994f-00506691fc68,2026-08-29 12:45:08,2026-08-29 12:45:08
76fc4176-cff8-4942-8df9-cfd7a7b275bb,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,591f7ad6-90d0-4108-bfce-bc3f12d6324f,2026-08-29 12:45:08,2026-08-29 12:45:08
af001a65-367c-42b2-9718-ca71b34e148b,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,595bfda7-129f-4f97-b575-befcae526fb6,2026-08-29 12:45:07,2026-08-29 12:45:07
5719710d-57f9-4bd0-8938-28f17c6bf13f,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,59b6412e-0d6c-42ee-b264-3c2dec2652fe,2026-08-29 12:45:07,2026-08-29 12:45:07
4ecdf67b-7d2d-4e2c-8d1b-07e71494dd60,,,Evidence Registered,Tumkuru Industrial Road,Evidence logged for case CR-2026-DET-256,2026-08-29 12:45:08,5a33a8a7-6c48-487b-bc9d-0af272cb8606,2026-08-29 12:45:08,2026-08-29 12:45:08
4b8082c9-eac2-48bb-a207-1606a047de11,,,Evidence Registered,Shimoga City Center,Evidence logged for case CR-2026-DET-150,2026-08-29 12:45:08,5a51ca45-1799-42ce-ab3d-27f7d52499ce,2026-08-29 12:45:08,2026-08-29 12:45:08
67ebbb1d-cd44-4b9f-a4e4-e085c2946cad,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,5a856be2-b7bd-49a8-bf37-d96bf8fbf912,2026-08-29 12:45:07,2026-08-29 12:45:07
2310822b-3d75-47bd-abe7-9a4d401fad54,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Evidence Registered,Devaraja Market Zone,Evidence logged for case CR-2026-DET-185,2026-08-29 12:45:08,5af3304e-a41d-45cb-a217-2751a843cef2,2026-08-29 12:45:08,2026-08-29 12:45:08
4fbbb8c9-9b96-474e-a8ea-da4c154f490c,,,Evidence Registered,Chitradurga Fort Area,Evidence logged for case CR-2026-DET-258,2026-08-29 12:45:08,5b7e06fe-1f79-442d-a305-5523c1685580,2026-08-29 12:45:08,2026-08-29 12:45:08
5193fd14-0c7e-4a3b-8334-b6e42c3b4868,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,5b9b4f75-e117-498b-a3aa-8449d2b323da,2026-08-29 12:45:08,2026-08-29 12:45:08
8a7d2eea-6580-4cc3-9f9d-bba0b69b003f,,,Evidence Registered,Hospet Town Center,Evidence logged for case CR-2026-DET-103,2026-08-29 12:45:07,5bd27c22-5fb1-4f14-9198-0adc28af3044,2026-08-29 12:45:07,2026-08-29 12:45:07
f5c9536d-9899-4d60-b920-49bb4b8f2bdb,,,Evidence Registered,Tumkuru Industrial Road,Evidence logged for case CR-2026-DET-015,2026-08-29 12:45:07,5c125de1-1a2d-40e5-a0ef-a1abc0e1467c,2026-08-29 12:45:07,2026-08-29 12:45:07
95a97d22-30c2-4342-9546-c4ab4a519d41,,,Evidence Registered,Arsikere Town Road,Evidence logged for case CR-2026-DET-162,2026-08-29 12:45:08,5c973459-fdbd-424a-a693-3cf64fde47e9,2026-08-29 12:45:08,2026-08-29 12:45:08
2310822b-3d75-47bd-abe7-9a4d401fad54,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,5ca5d605-1ab2-4d3c-96d8-7a8d173358a3,2026-08-29 12:45:08,2026-08-29 12:45:08
95a97d22-30c2-4342-9546-c4ab4a519d41,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,5e292f3d-931e-49da-82b4-8d982578cacc,2026-08-29 12:45:08,2026-08-29 12:45:08
fa102a6f-255f-46e7-92ae-6bb6e3d2650d,,,Evidence Registered,Ballari Mines Sector B,Evidence logged for case CR-2026-DET-114,2026-08-29 12:45:07,5e8ad60e-5ec4-40e4-a0f5-c2e81748ac17,2026-08-29 12:45:07,2026-08-29 12:45:07
8c275ca8-2906-497d-9f16-f3908932ea3b,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,5ee0bbeb-a587-4c05-a194-f971edb66fc3,2026-08-29 12:45:08,2026-08-29 12:45:08
b78a3f3e-a758-4e67-9731-832906457c29,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,5f1ceb65-65e9-4d0b-8bc3-5bd0e0bad318,2026-08-29 12:45:08,2026-08-29 12:45:08
49e44f63-c569-44aa-80ff-15aedf35ef7c,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,5f9aabd6-27d8-4136-abe6-e287d270fffb,2026-08-29 12:45:08,2026-08-29 12:45:08
5f5197e8-a3f8-4a70-8808-3db248367098,,,Evidence Registered,Homnabad Cross,Evidence logged for case CR-2026-BDR-002,2026-08-29 12:45:07,602dabff-06ea-42f4-a577-be0dcd1717a9,2026-08-29 12:45:07,2026-08-29 12:45:07
3bd7a95a-e122-401c-b196-a45286d4a857,,,Evidence Registered,Sirsi Town Center,Evidence logged for case CR-2026-DET-058,2026-08-29 12:45:07,6080949a-2c62-4116-9ad7-83c7c224db13,2026-08-29 12:45:07,2026-08-29 12:45:07
ccb2fbfe-9bf3-4988-80f8-8c0a9de9c16b,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,60dc1362-7a77-4d9c-abf6-c3afb19cf670,2026-08-29 12:45:07,2026-08-29 12:45:07
b77054e7-591f-4827-a6ef-e92719cb55f2,,,Evidence Registered,Indi Town Center,Evidence logged for case CR-2026-DET-229,2026-08-29 12:45:08,61824ea7-eb03-4654-9e5a-0feb52105ef5,2026-08-29 12:45:08,2026-08-29 12:45:08
fd98708e-8404-4da9-bbce-2297116abd6f,,,Evidence Registered,Vijayapura Fort Area,Evidence logged for case CR-2026-DET-294,2026-08-29 12:45:08,618e1ecf-2a6c-44ad-a658-e35d8c3ffe4a,2026-08-29 12:45:08,2026-08-29 12:45:08
e5f5cbb1-d96e-42ee-b82d-60397e17b1b2,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Evidence Registered,Vani Vilas Mohalla,Evidence logged for case CR-2026-DET-213,2026-08-29 12:45:08,6216eb45-fa57-42b2-bb43-816223d13673,2026-08-29 12:45:08,2026-08-29 12:45:08
101141ad-19a1-4d8b-952b-0886dd8756fb,,,Evidence Registered,Kadur Junction,Evidence logged for case CR-2026-DET-241,2026-08-29 12:45:08,6283d711-350e-43e5-8c2a-5e6466646b03,2026-08-29 12:45:08,2026-08-29 12:45:08
61ccbfbf-3c62-428a-af4e-a8cb310fb8af,,,Evidence Registered,Channapatna Bus Stand,Evidence logged for case CR-2026-DET-215,2026-08-29 12:45:08,630e61c1-7e54-4729-abb8-b35cf1f39a69,2026-08-29 12:45:08,2026-08-29 12:45:08
2d242109-66b7-4ff8-8870-ff5d3d20b6e0,,,Evidence Registered,Vijayapura Fort Area,Evidence logged for case CR-2026-DET-076,2026-08-29 12:45:07,63235c2a-c457-4f64-801b-265fec5e40c2,2026-08-29 12:45:07,2026-08-29 12:45:07
341e1bde-982b-4d88-b518-fbbace5ea0e1,,,Evidence Registered,Raichur Town Center,Evidence logged for case CR-2026-DET-216,2026-08-29 12:45:08,6597cdc9-7825-4d18-a5a0-19050dd09ab7,2026-08-29 12:45:08,2026-08-29 12:45:08
1fe5bced-6ac3-448d-a28f-b73dd59a48f2,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:08,6598ef0f-e88e-4bd2-97da-a1b2bb1b88d5,2026-08-29 12:45:08,2026-08-29 12:45:08
5ba3a4e9-53a3-44d4-808e-89d45aec68b0,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,65faced0-08be-469f-9b17-e9aeee2f6a17,2026-08-29 12:45:07,2026-08-29 12:45:07
c6e8e3ec-0493-454e-a79e-952a5168efda,,,Evidence Registered,Ranebennur Cross,Evidence logged for case CR-2026-DET-109,2026-08-29 12:45:07,6619f779-5b4c-4b21-88a3-a29b36bb28c1,2026-08-29 12:45:07,2026-08-29 12:45:07
1ae05d4a-de48-450f-8c6a-430e283af30d,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,66327651-4ab4-463e-9233-3b599a1189da,2026-08-29 12:45:07,2026-08-29 12:45:07
abceb0dd-cd0d-4a1d-967e-f014950aeb87,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,66e3f99f-9b13-44be-be63-e60b42ff6958,2026-08-29 12:45:08,2026-08-29 12:45:08
402c33ee-4aae-4080-994a-6cb2d6b7ecf0,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,6711731f-dea1-417f-9cad-660755fe0137,2026-08-29 12:45:08,2026-08-29 12:45:08
785a290c-9f81-4cc8-bb57-773e207e5fcb,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,671eb250-9e1a-4fbf-9e4f-0d6d70690424,2026-08-29 12:45:08,2026-08-29 12:45:08
7546dbe7-df03-4160-95dc-cf5fd9d0f0b5,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,67948f5a-c2ae-4301-87e5-2ed45acf4ba9,2026-08-29 12:45:07,2026-08-29 12:45:07
49e44f63-c569-44aa-80ff-15aedf35ef7c,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:08,67a946d8-a212-4919-beb2-70e5ee96c0b2,2026-08-29 12:45:08,2026-08-29 12:45:08
cc5c05ce-68ea-405c-8587-a4f79e380801,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,68baf02d-8131-4e54-99c4-36f9a774dbf0,2026-08-29 12:45:08,2026-08-29 12:45:08
71712685-785d-42e5-9777-77db2b441aaf,,,Evidence Registered,Gundlupet Junction,Evidence logged for case CR-2026-DET-004,2026-08-29 12:45:07,68cd3399-9e5c-4e7f-87cc-dd443a0d9131,2026-08-29 12:45:07,2026-08-29 12:45:07
236f9ce7-ddf4-4812-8c7b-14545e1ed846,,,Evidence Registered,Harbor Gate A,Evidence logged for case CR-2026-DET-077,2026-08-29 12:45:07,68ef2979-a492-466b-8ece-b87b6049a6ae,2026-08-29 12:45:07,2026-08-29 12:45:07
31db7937-2ba3-46b3-ad1d-e602483918e5,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,69491b5f-d405-45ef-9dbb-ae7b707f7bad,2026-08-29 12:45:08,2026-08-29 12:45:08
1c510628-6e84-4710-b3b9-30493d20da64,,,Evidence Registered,KR Puram Transit Corridor,Evidence logged for case CR-2026-BNG-002,2026-08-29 12:45:07,6b6c25f2-8263-4bbd-a505-fc11ab6edfd6,2026-08-29 12:45:07,2026-08-29 12:45:07
a41ba673-f2d2-4942-8f74-b43c0e90e3df,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,6b6cbe42-f803-4900-92cc-36fda28a05d3,2026-08-29 12:45:08,2026-08-29 12:45:08
51dc9c9f-e703-4a21-9cfd-22d451bb1813,,,Evidence Registered,Davanagere Market Road,Evidence logged for case CR-2026-DET-006,2026-08-29 12:45:07,6b8de43f-395d-44be-9d57-b52d0034d6fc,2026-08-29 12:45:07,2026-08-29 12:45:07
3b26d9af-578d-4d75-a328-8182bcacf83a,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,6b8e0e16-96b0-4d8b-b897-a832c6b8aa0c,2026-08-29 12:45:08,2026-08-29 12:45:08
49e6f858-5cee-4ca9-9b00-c2196ecfe116,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,6c6c494f-e208-442e-9c57-c1edaf2b45f6,2026-08-29 12:45:07,2026-08-29 12:45:07
74e2feb0-a648-4cb2-b0de-40d3209e63a3,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,6d5516f4-8b3b-4ade-941c-b67484ed06c3,2026-08-29 12:45:07,2026-08-29 12:45:07
a99d685a-013c-4801-bc04-bd6b2570ddc3,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,6e5252b0-ecdf-4ae9-91b5-82580e5ef940,2026-08-29 12:45:07,2026-08-29 12:45:07
27178e9c-8c42-4e16-b3ef-d687cdffe575,,,Evidence Registered,Camp Area Patrol,Evidence logged for case CR-2026-BLG-002,2026-08-29 12:45:07,6ecf122f-abba-469c-b8b4-39bab824627c,2026-08-29 12:45:07,2026-08-29 12:45:07
afe69959-7777-43e9-8ba8-fbfcd29dce57,,,Evidence Registered,Kadur Junction,Evidence logged for case CR-2026-CMG-002,2026-08-29 12:45:07,6f17de7a-595e-444c-8804-4d9bd33eb4d1,2026-08-29 12:45:07,2026-08-29 12:45:07
