case_number,category_id,location_id,occurred_at,reported_at,description,mo_tags,status,priority,progress,assigned_officer_id,dataset_provenance,source_import_job_id,source_file,source_row_ref,id,created_at,updated_at
CR-2026-MYS-003,7da8b3f7-e772-4580-b901-3beb7e65454c,0201b9e3-394f-47ca-8471-2c0dd1078fb0,2026-08-20 14:20:00,2026-08-20 16:10:00,"Cyber Crime & Online Fraud reported at Nazar Mohalla Beat, Mysuru",UPI fraud via fake merchant QR codes,open,high,30,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,543857ba-0012-40fb-b353-6f0722a2613e,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-095,1b770b27-4234-44c6-836f-811c4b1b0dca,58514cca-e5de-4726-8e67-d0daff330f62,2024-10-19 01:40:00,2024-10-19 03:35:00,"Illegal Mining Violations reported at Chikkamagaluru Town, Chikkamagaluru","night operation, cash-only transactions",closed,critical,100,ca5236a4-32f9-4a78-8e38-29bb36d03874,demo,,,,55a7bc73-50d6-4f17-839b-9d4ff8099146,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-091,53249216-9af1-450e-b498-547d83a6ba26,271adc05-a0ac-410d-be2b-33fba2ee0a3e,2024-10-08 10:20:00,2024-10-08 11:30:00,"Assault reported at KR Puram Transit Corridor, Bengaluru Urban",coordinated group activity,investigating,high,58,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,562887bc-fc12-4365-b5a8-4255c01fd4ac,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-269,e8dd85a6-421f-452c-811a-c3bed4e9a18b,5198ddb4-ccc1-4850-87eb-9de79acea356,2026-03-25 02:40:00,2026-03-25 04:25:00,"Theft & Burglaries reported at Indi Town Center, Vijayapura","night riverbed extraction, forged transit permit, heavy excavator used",closed,medium,100,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,demo,,,,56def3c5-be60-4c44-bd3b-5531b37ee67a,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-MNG-005,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,bafdb499-eb05-4f1a-99d6-f9eeed47fd2e,2026-08-15 22:50:00,2026-08-16 02:10:00,"Smuggling & Excise Violations reported at Puttur Town Center, Dakshina Kannada","illicit cashew nut export, forged manifests",open,medium,25,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,578c0f28-8307-4a85-b7b2-f62387821dce,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-036,7da8b3f7-e772-4580-b901-3beb7e65454c,e1cb5409-f69e-45e2-b587-aed5764741bd,2024-04-26 18:55:00,2024-04-26 23:45:00,"Cyber Crime & Online Fraud reported at Ballari Mines Sector B, Ballari","land document forgery, witness intimidation, fake power of attorney",open,high,39,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,demo,,,,5802676d-7348-4bd3-ab33-52a51bce4ebd,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-KDG-002,e8dd85a6-421f-452c-811a-c3bed4e9a18b,cc8f38c8-f592-4a9b-826d-f047fb83c593,2026-08-09 22:15:00,2026-08-10 02:25:00,"Theft & Burglaries reported at Virajpet Cross Road, Kodagu","resort burglary, tourist valuables stolen",open,medium,35,e44eac9d-cdbe-4431-b175-c6dd48feca28,demo,,,,580a3a56-4418-47d0-a4a2-89423ea37223,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-223,537eee7f-7c4d-415e-b9be-792c02658f23,277b9f6d-cf59-4273-9358-a66c894a8f65,2025-11-10 15:35:00,2025-11-10 19:40:00,"Property Disputes reported at Hoskote Junction, Bengaluru Rural",darknet forum coordination,investigating,medium,84,f4d572c8-e03b-4fe6-ac9e-c227c2dd9d4c,demo,,,,5a49844a-e771-44c1-8e10-6dd146834f64,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-112,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,60a1ce7d-e7ff-4d1b-8b91-39b289f3bfa9,2024-12-12 02:50:00,2024-12-12 06:10:00,"Smuggling & Excise Violations reported at Shimoga City Center, Shimoga","night riverbed extraction, forged transit permit, heavy excavator used",closed,low,100,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,demo,,,,5ab902e6-9335-449e-9308-4b92aca920f2,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-160,7da8b3f7-e772-4580-b901-3beb7e65454c,d9061461-6426-4fd4-861a-d5528957c9c3,2025-05-02 13:00:00,2025-05-02 14:40:00,"Cyber Crime & Online Fraud reported at Vijayapura Fort Area, Vijayapura","fake customer care portal, OTP interception, remote access app",investigating,high,69,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,demo,,,,5acafa13-6059-455f-ac2a-8c3cea9372ab,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-115,1b770b27-4234-44c6-836f-811c4b1b0dca,271adc05-a0ac-410d-be2b-33fba2ee0a3e,2024-12-21 00:35:00,2024-12-21 04:40:00,"Illegal Mining Violations reported at KR Puram Transit Corridor, Bengaluru Urban","highway cargo truck hijacking, driver assault, remote warehouse offload",unsolved,high,68,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,5b544337-8c42-491f-969e-14bcb77a23f4,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-280,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,1c7e41d2-86d7-41f1-8877-d22fd4eb2a6b,2026-04-28 00:40:00,2026-04-28 02:10:00,"Smuggling & Excise Violations reported at Dharwad Market Yard, Dharwad",vehicle reconnaissance,unsolved,medium,17,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,demo,,,,5b6a97bd-5655-4b68-a860-47e63888c105,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-050,1b770b27-4234-44c6-836f-811c4b1b0dca,32956681-9c4f-455d-a6b2-256d984f22ce,2024-06-07 04:55:00,2024-06-07 09:35:00,"Illegal Mining Violations reported at Davanagere Market Road, Davanagere","coordinated group activity, vehicle reconnaissance",investigating,high,56,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,demo,,,,5ca76092-c8d7-44d3-b4b8-372470b90ee0,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-141,019ae936-623e-4279-8981-d5b369e400f3,135c6677-bd43-49e4-a2e3-7cff53d3bbd2,2025-03-06 22:40:00,2025-03-06 23:50:00,"Domestic Violence reported at Raichur Town Center, Raichur","modified vehicle plates, vehicle reconnaissance, darknet forum coordination",investigating,medium,51,4c15aede-a2ad-4322-bb3e-1264d9593b53,demo,,,,5ce46ded-d665-4f33-82df-1c7b5da1d3bb,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-171,53249216-9af1-450e-b498-547d83a6ba26,3388760d-ac61-45c4-bb24-2bca38f6d13e,2025-06-06 17:25:00,2025-06-06 20:10:00,"Assault reported at Arsikere Town Road, Hassan","vehicle reconnaissance, phishing URL SMS",appealed,medium,72,d90df2b2-c392-4aed-8af3-1024b8d7e0a0,demo,,,,5d07b0f1-d38c-42ff-aceb-33167841fb51,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-229,537eee7f-7c4d-415e-b9be-792c02658f23,5198ddb4-ccc1-4850-87eb-9de79acea356,2025-11-26 13:45:00,2025-11-26 16:05:00,"Property Disputes reported at Indi Town Center, Vijayapura",night operation,investigating,critical,84,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,demo,,,,5d0d1b7d-4ac6-469f-a10c-058e45daa83c,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-157,1b770b27-4234-44c6-836f-811c4b1b0dca,8cc97cfd-82fe-492f-b5e9-b66d17ce4a58,2025-04-25 01:40:00,2025-04-25 03:35:00,"Illegal Mining Violations reported at Hiriyur Junction, Chitradurga","interstate transit, concealed false compartment, synthetic MDMA, dead drop",appealed,medium,61,cf8c9086-2c1f-460b-86ae-70194c545cf9,demo,,,,5d3ef5e7-c277-4ca7-977f-8c418f57599b,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-021,e8dd85a6-421f-452c-811a-c3bed4e9a18b,4e91e45a-2b03-406d-808b-cf92fa79f91d,2024-03-14 03:40:00,2024-03-14 04:50:00,"Theft & Burglaries reported at Bangarapet Station Road, Kolar","highway cargo truck hijacking, driver assault, remote warehouse offload",open,high,36,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,5d5b45d4-5dc9-4f52-9839-9c2f1bc7fa07,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-113,53249216-9af1-450e-b498-547d83a6ba26,f08b6675-bdea-4824-ab7b-02bc87e80982,2024-12-13 11:45:00,2024-12-13 14:15:00,"Assault reported at Devaraja Market Zone, Mysuru","crowbar lock bypass, cash-only transactions, vehicle reconnaissance",open,low,36,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,5db30da3-1532-4445-9808-fbcc892337d4,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-180,b832740f-0285-496a-8ae7-c0ba3fce708b,f07ae8af-ace2-4c71-a2dc-af921c23b8c5,2025-07-03 01:45:00,2025-07-03 03:50:00,"Narcotics Smuggling Services reported at Surathkal Beach Road, Dakshina Kannada","land document forgery, witness intimidation, fake power of attorney",investigating,medium,40,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,5dcb6acd-40a6-48f9-831d-bf74a3885551,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-HSN-003,e8dd85a6-421f-452c-811a-c3bed4e9a18b,d4bbaa84-6a09-47e5-a52d-738e27f8db20,2026-07-27 23:15:00,2026-07-28 03:50:00,"Theft & Burglaries reported at Bellary City Center, Ballari","temple hundi theft, CCTV footage recovered",closed,medium,100,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,demo,,,,5e353ba3-3c0c-4ca0-b589-f98d0b7cb90c,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-272,537eee7f-7c4d-415e-b9be-792c02658f23,088c09b4-a045-45b9-80b7-a9c61158ce49,2026-04-04 10:10:00,2026-04-04 13:10:00,"Property Disputes reported at Ramanagara Town Center, Ramanagara","land document forgery, witness intimidation, fake power of attorney",unsolved,low,21,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,5e85bde6-5324-4234-8077-af8bf8c03dc8,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-079,537eee7f-7c4d-415e-b9be-792c02658f23,f07ae8af-ace2-4c71-a2dc-af921c23b8c5,2024-09-03 13:35:00,2024-09-03 17:45:00,"Property Disputes reported at Surathkal Beach Road, Dakshina Kannada","interstate transit, concealed false compartment, synthetic MDMA, dead drop",investigating,medium,75,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,5f5d8683-9fb7-47be-aefa-3692e799e461,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-266,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,9fcb383c-3e94-43ff-a9da-349c924f7167,2026-03-15 21:25:00,2026-03-15 23:25:00,"Smuggling & Excise Violations reported at Bellary-Hospet Road, Vijayanagara","highway cargo truck hijacking, driver assault, remote warehouse offload",investigating,high,71,219a87ba-850b-48e5-8a33-2151a3337db0,demo,,,,5ff67582-1a09-4371-b144-c9551861c08d,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-211,b832740f-0285-496a-8ae7-c0ba3fce708b,8cc97cfd-82fe-492f-b5e9-b66d17ce4a58,2025-10-05 23:15:00,2025-10-06 03:30:00,"Narcotics Smuggling Services reported at Hiriyur Junction, Chitradurga","fake identity documents, phishing URL SMS",open,medium,42,cf8c9086-2c1f-460b-86ae-70194c545cf9,demo,,,,6022d8b1-b67d-49f5-bd44-85eb98d5ac65,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-158,e8dd85a6-421f-452c-811a-c3bed4e9a18b,03b9d756-8425-4ffb-b5a2-04eb70a3d54d,2025-04-26 23:15:00,2025-04-27 03:50:00,"Theft & Burglaries reported at Channapatna Bus Stand, Ramanagara","forest boundary timber smuggling, midnight log transport",investigating,medium,49,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,608ec7d1-8d99-4725-b0a5-8189d140c381,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-027,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,cc8f38c8-f592-4a9b-826d-f047fb83c593,2024-04-01 21:45:00,2024-04-02 00:05:00,"Smuggling & Excise Violations reported at Virajpet Cross Road, Kodagu","distillery raid, illicit arrac transport, unbranded glass bottles",investigating,medium,68,e44eac9d-cdbe-4431-b175-c6dd48feca28,demo,,,,61dc397d-9b57-406c-9940-825a6d943315,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-089,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,39c5202a-873d-4ce4-b993-90e8e720913a,2024-10-02 22:50:00,2024-10-03 02:30:00,"Smuggling & Excise Violations reported at Jayanagar 4th Block, Bengaluru Urban","darknet forum coordination, night operation, electronic surveillance evasion",closed,medium,100,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,63824aa9-48d6-48ed-bba0-fe8189236d8f,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-201,e8dd85a6-421f-452c-811a-c3bed4e9a18b,16f21049-399e-4ccc-bbb9-a42983811b9c,2025-09-02 22:10:00,2025-09-03 01:45:00,"Theft & Burglaries reported at Harbor Gate A, Dakshina Kannada","electronic surveillance evasion, [ANOMALY_FLAGGED: unexpected high-severity off-hour spike]",unsolved,critical,36,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,638924aa-c05b-4003-8a0d-44a968e1f23a,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-122,b832740f-0285-496a-8ae7-c0ba3fce708b,1b75697a-1226-432a-aaff-763cc0bee9d2,2025-01-08 20:40:00,2025-01-08 22:20:00,"Narcotics Smuggling Services reported at Madikeri Town Center, Kodagu","land document forgery, witness intimidation, fake power of attorney",investigating,medium,64,e44eac9d-cdbe-4431-b175-c6dd48feca28,demo,,,,657d9afd-d7c1-48ff-a48c-2ef7f3e2d52c,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-077,537eee7f-7c4d-415e-b9be-792c02658f23,16f21049-399e-4ccc-bbb9-a42983811b9c,2024-08-26 09:55:00,2024-08-26 14:45:00,"Property Disputes reported at Harbor Gate A, Dakshina Kannada","night riverbed extraction, forged transit permit, heavy excavator used",open,high,40,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,65cd4c20-1fb9-4c02-aaeb-6ad8a3fd4563,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-105,b832740f-0285-496a-8ae7-c0ba3fce708b,16f21049-399e-4ccc-bbb9-a42983811b9c,2024-11-19 23:35:00,2024-11-20 03:45:00,"Narcotics Smuggling Services reported at Harbor Gate A, Dakshina Kannada",crowbar lock bypass,open,low,10,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,6669187f-ab62-4144-8a9e-4e685cc57f10,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-314,019ae936-623e-4279-8981-d5b369e400f3,609d0027-23c1-4b74-9863-3c4b8ed81adc,2026-08-08 20:15:00,2026-08-09 00:30:00,"Domestic Violence reported at Sagara Main Road, Shimoga","warehouse hideout used, cash-only transactions, crowbar lock bypass",investigating,critical,42,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,demo,,,,6709ce29-2e17-40f4-b707-3bf4c72279e0,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-164,b832740f-0285-496a-8ae7-c0ba3fce708b,0201b9e3-394f-47ca-8471-2c0dd1078fb0,2025-05-17 21:25:00,2025-05-18 00:10:00,"Narcotics Smuggling Services reported at Nazar Mohalla Beat, Mysuru","forest boundary timber smuggling, midnight log transport",unsolved,high,76,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,67353674-7691-4520-8f59-eac0a4da8e88,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-146,53249216-9af1-450e-b498-547d83a6ba26,304c385e-8058-4cac-afa7-ad6cf9798c15,2025-03-22 11:05:00,2025-03-22 13:55:00,"Assault reported at Chikkaballapura Town, Chikkaballapura","temple crowd chain snatching, getaway bike, gold targeting",open,low,16,bf35b187-ebe7-4b59-8410-4293f883621a,demo,,,,6abe80cb-0582-47c9-b1ed-d9516cb1274a,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-236,b832740f-0285-496a-8ae7-c0ba3fce708b,271adc05-a0ac-410d-be2b-33fba2ee0a3e,2025-12-15 21:45:00,2025-12-16 00:15:00,"Narcotics Smuggling Services reported at KR Puram Transit Corridor, Bengaluru Urban",warehouse hideout used,investigating,medium,48,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,6b58a460-5cd0-4155-995d-5898573e5905,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-316,e8dd85a6-421f-452c-811a-c3bed4e9a18b,0b55e0d6-42ee-4a1f-9bc0-435f5210decf,2026-08-14 02:40:00,2026-08-14 04:25:00,"Theft & Burglaries reported at Tiptur Market Area, Tumkuru","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",investigating,medium,59,32ef8189-db8a-47c3-b687-3bf34a097b2b,demo,,,,6c083b1b-5679-4ab6-ae29-574c979abe92,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-TMK-002,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,0b55e0d6-42ee-4a1f-9bc0-435f5210decf,2026-08-10 22:50:00,2026-08-11 01:55:00,"Smuggling & Excise Violations reported at Tiptur Market Area, Tumkuru",illicit liquor distillery raid,open,medium,35,32ef8189-db8a-47c3-b687-3bf34a097b2b,demo,,,,6c4c089e-0824-4f22-a9fe-0b5599a008ba,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-274,537eee7f-7c4d-415e-b9be-792c02658f23,304c385e-8058-4cac-afa7-ad6cf9798c15,2026-04-09 21:05:00,2026-04-09 23:10:00,"Property Disputes reported at Chikkaballapura Town, Chikkaballapura",fake identity documents,open,high,11,bf35b187-ebe7-4b59-8410-4293f883621a,demo,,,,6c716e55-de62-4314-96e9-2986e1fb5031,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-HSN-001,019ae936-623e-4279-8981-d5b369e400f3,d4bbaa84-6a09-47e5-a52d-738e27f8db20,2026-08-06 18:35:00,2026-08-06 23:20:00,"Domestic Violence reported at Bellary City Center, Ballari",repeat household assault complaint,open,medium,30,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,demo,,,,6c931000-715e-4245-bd70-b50d13c71f45,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-186,537eee7f-7c4d-415e-b9be-792c02658f23,9886a1e3-8a71-4d49-aad5-bbfe6e8c7a98,2025-07-18 09:15:00,2025-07-18 13:25:00,"Property Disputes reported at Haveri Bus Stand Area, Haveri","night operation, modified vehicle plates",investigating,medium,72,c64ed64b-cdd0-4f79-9a2a-f2df9ce61320,demo,,,,6caba650-21c3-4bd0-8c8a-7884b6038189,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-093,e8dd85a6-421f-452c-811a-c3bed4e9a18b,10bd2f3d-caec-4202-8ed8-5efd2c067854,2024-10-14 02:55:00,2024-10-14 07:25:00,"Theft & Burglaries reported at Kolar Gold Fields Road, Kolar","electronic surveillance evasion, modified vehicle plates",investigating,low,79,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,6d0bfb58-6d5a-4ac2-aae3-1a60f484594f,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-040,e8dd85a6-421f-452c-811a-c3bed4e9a18b,4e91e45a-2b03-406d-808b-cf92fa79f91d,2024-05-08 02:10:00,2024-05-08 05:25:00,"Theft & Burglaries reported at Bangarapet Station Road, Kolar","vehicle reconnaissance, warehouse hideout used, modified vehicle plates",appealed,medium,38,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,6d24fd4c-97fd-47ae-aea9-a0c2cddf9673,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-048,7da8b3f7-e772-4580-b901-3beb7e65454c,d4a7d6da-b132-4b42-a3fd-2a3d537a912f,2024-05-31 13:00:00,2024-05-31 14:25:00,"Cyber Crime & Online Fraud reported at Harpanahalli Junction, Davanagere","highway cargo truck hijacking, driver assault, remote warehouse offload",investigating,critical,83,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,demo,,,,6d5a8bf5-44a6-48af-be5f-ccb198942eea,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-319,7da8b3f7-e772-4580-b901-3beb7e65454c,6df48abb-bec2-46fd-b5f2-fedb99cfbb11,2026-08-23 10:30:00,2026-08-23 14:15:00,"Cyber Crime & Online Fraud reported at Khade Bazar Checkpoint, Belagavi","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",investigating,medium,53,31d37711-b1aa-44be-b8fd-c1a4355577d9,demo,,,,6e37397e-e931-4b33-ac19-0cb47545ed56,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-224,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,b3cbd8d6-4a2b-412c-aa14-22d9f749ee8f,2025-11-11 23:15:00,2025-11-12 03:50:00,"Smuggling & Excise Violations reported at Gauribidanur Cross, Chikkaballapura","distillery raid, illicit arrac transport, unbranded glass bottles",appealed,medium,64,bf35b187-ebe7-4b59-8410-4293f883621a,demo,,,,6f05fc73-7ddf-4f3d-8462-d98c62b7bd64,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-060,1b770b27-4234-44c6-836f-811c4b1b0dca,a78860ab-f799-443b-8a88-1698ef2a4c5c,2024-07-05 00:35:00,2024-07-05 05:05:00,"Illegal Mining Violations reported at Gundlupet Junction, Chamarajanagar","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",appealed,high,44,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,demo,,,,6f0ac6ad-fb12-482c-8d87-e10a9d53b3f2,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-039,1b770b27-4234-44c6-836f-811c4b1b0dca,9fcb383c-3e94-43ff-a9da-349c924f7167,2024-05-03 02:15:00,2024-05-03 06:25:00,"Illegal Mining Violations reported at Bellary-Hospet Road, Vijayanagara","crowbar lock bypass, phishing URL SMS",investigating,high,83,219a87ba-850b-48e5-8a33-2151a3337db0,demo,,,,6f710a76-70d5-4886-8bba-0639bbcd1ae8,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-BNG-005,b832740f-0285-496a-8ae7-c0ba3fce708b,39c5202a-873d-4ce4-b993-90e8e720913a,2026-08-18 01:05:00,2026-08-18 03:55:00,"Narcotics Smuggling Services reported at Jayanagar 4th Block, Bengaluru Urban","MDMA distribution network, college area",open,high,20,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,6f86c7cb-a222-4e96-b851-c4c39e81a566,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-130,537eee7f-7c4d-415e-b9be-792c02658f23,cc8f38c8-f592-4a9b-826d-f047fb83c593,2025-02-04 11:55:00,2025-02-04 16:35:00,"Property Disputes reported at Virajpet Cross Road, Kodagu","warehouse hideout used, crowbar lock bypass",closed,low,100,e44eac9d-cdbe-4431-b175-c6dd48feca28,demo,,,,70a10b2b-fe0b-4b48-9408-f9ace396e4c4,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-305,e8dd85a6-421f-452c-811a-c3bed4e9a18b,39c5202a-873d-4ce4-b993-90e8e720913a,2026-07-10 03:50:00,2026-07-10 07:10:00,"Theft & Burglaries reported at Jayanagar 4th Block, Bengaluru Urban",electronic surveillance evasion,investigating,medium,66,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,70afdf6f-d75e-4215-be22-0bdc80427de7,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-225,019ae936-623e-4279-8981-d5b369e400f3,8ca968cd-085f-4ed9-a02e-90b26d1f329a,2025-11-12 19:10:00,2025-11-12 22:10:00,"Domestic Violence reported at Hubli Traffic Island, Dharwad","forest boundary timber smuggling, midnight log transport",unsolved,medium,78,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,demo,,,,70c3ff85-aa77-4a64-bae1-d6288e43ed8b,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-154,b832740f-0285-496a-8ae7-c0ba3fce708b,271adc05-a0ac-410d-be2b-33fba2ee0a3e,2025-04-13 20:20:00,2025-04-13 21:30:00,"Narcotics Smuggling Services reported at KR Puram Transit Corridor, Bengaluru Urban","forest boundary timber smuggling, midnight log transport",appealed,high,87,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,725e83f1-126e-41bd-ab08-90875c087b35,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-300,53249216-9af1-450e-b498-547d83a6ba26,8cc97cfd-82fe-492f-b5e9-b66d17ce4a58,2026-06-28 09:05:00,2026-06-28 11:05:00,"Assault reported at Hiriyur Junction, Chitradurga","scooter reconnaissance, crowbar entry, night operation, cash targeting",appealed,low,21,cf8c9086-2c1f-460b-86ae-70194c545cf9,demo,,,,72d921e4-e748-42fa-ae81-8d586a05b74b,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-308,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,cc8f38c8-f592-4a9b-826d-f047fb83c593,2026-07-23 03:55:00,2026-07-23 08:25:00,"Smuggling & Excise Violations reported at Virajpet Cross Road, Kodagu","night riverbed extraction, forged transit permit, heavy excavator used",investigating,high,68,e44eac9d-cdbe-4431-b175-c6dd48feca28,demo,,,,734c2c88-b1d6-4118-933c-84e15c59f1fd,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-125,b832740f-0285-496a-8ae7-c0ba3fce708b,dad870c6-c84b-4236-96b9-96b945aef839,2025-01-18 22:50:00,2025-01-19 01:55:00,"Narcotics Smuggling Services reported at Yellapur Junction, Uttara Kannada","interstate transit, concealed false compartment, synthetic MDMA, dead drop",open,critical,47,8e38105b-15a3-48cb-8fe4-88a34542ccfa,demo,,,,741e2f67-5d4b-4ca3-941d-c8ca0b50df9e,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-172,019ae936-623e-4279-8981-d5b369e400f3,60a1ce7d-e7ff-4d1b-8b91-39b289f3bfa9,2025-06-06 22:10:00,2025-06-07 01:10:00,"Domestic Violence reported at Shimoga City Center, Shimoga","fake customer care portal, OTP interception, remote access app",unsolved,medium,28,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,demo,,,,748fc5b2-5e9d-479e-ac85-9e9b675dd7e4,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-203,537eee7f-7c4d-415e-b9be-792c02658f23,bafdb499-eb05-4f1a-99d6-f9eeed47fd2e,2025-09-09 14:00:00,2025-09-09 15:30:00,"Property Disputes reported at Puttur Town Center, Dakshina Kannada","distillery raid, illicit arrac transport, unbranded glass bottles",investigating,medium,62,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,74a6f585-8307-4485-9def-e5a95fcb20cb,2026-08-29 12:45:08,2026-08-29 12:45:08
